Rule ID,SDTMIG Version,Rule Version,Class,Domain,Variable,Condition,Rule,Document,Section,Item ,Cited Guidance,Release Notes,,,,,,,,,,,,
CG0398,3.2,2,EVT,DS,GEN,DSCAT = 'DISPOSITION EVENT',At most one record per subject per epoch,IG v3.2,6.2 DS,Assumption 5.a,ICH E3: Section 10.1 indicates that 'the specific reason for discontinuation' should be presented; and that summaries should be 'grouped by treatment and by major reason.' The CDISC SDS Team interprets this guidance as requiring one standardized disposition term (DSDECOD) per disposition event. If multiple reasons are reported; the sponsor should identify a primary reason and use that to populate DSTERM and DSDECOD. Additional reasons should be submitted in SUPPDS.,"Condition updated from: ""DSCAT = 'DISPOSITION EVENT' and DSTERM ^= 'COMPLETED'"". Note that the use of EPOCH as a study period identifier in DS is valid for SDTM 3.2 and before.",,,,,,,,,,,,
CG0399,3.2,1,FND,ALL,--ULOQ,--ULOQ present in dataset,--ULOQ is expressed using the units in --STRESU,Model v1.4,2.2.3,,Indicates the upper limit of quantitation for an assay. Units will be those used for --STRESU.,,,,,,,,,,,,,
CG0399,3.3,1,FND,ALL,--ULOQ,--ULOQ present in dataset,--ULOQ is expressed using the units in --STRESU,Model v1.7,2.2.3,,Indicates the upper limit of quantitation for an assay. Units will be those used for --STRESU.,,,,,,,,,,,,,
CG0399,3.4,1,FND,ALL,--ULOQ,--ULOQ present in dataset,--ULOQ is expressed using the units in --STRESU,Model v2.0,Findings,--ULOQ,Units will be those used for --STRESU.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0400,3.2,1,FND,ALL,--LOINC,,--LOINC = valid code in the version of the LOINC dictionary specified in define.xml,Model v1.4,2.2.3,,Logical Observation Identifiers Names and Codes (LOINC) code for the topic variable such as a lab test.,,,,,,,,,,,,,
CG0400,3.3,1,FND,ALL,--LOINC,,--LOINC = valid code in the version of the LOINC dictionary specified in define.xml,Model v1.7,2.2.3,,Logical Observation Identifiers Names and Codes (LOINC) code for the topic variable such as a lab test.,,,,,,,,,,,,,
CG0400,3.4,1,FND,ALL,--LOINC,,--LOINC = valid code in the version of the LOINC dictionary specified in define.xml,Model v2.0,Findings,--LOINC,A short sequence of characters used to represent laboratory and clinical tests within the Logical Observation Identifiers Names and Codes (LOINC) database.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0404,3.2,2,"EVT, INT","NOT(DS, DV, EX)",--STAT,--PRESP = 'Y' and --OCCUR = null,--STAT present in dataset,Model v1.4,Model v1.4[2.2.1 (Interventions )]|Model v1.4[2.2.2 (Events)],,Model v1.4[2.2.1 (Interventions )][--PRESP: Used when a specific intervention is pre-specified on a CRF. Values should be 'Y' or null.][--OCCUR: Used to record whether a pre-specified event occurred when information about the occurrence of a specific event is solicited.][--STAT: Used to indicate when a question about the occurrence of a pre-specified event was not answered. Should be null or have a value of NOT DONE]|Model v1.4[2.2.2 (Events)][--PRESP: Used to indicate whether the event describe by --TERM was pre-specified on a CRF. Value is Y for pre-specified events; null for spontaneously reported events.][--OCCUR: Used to record whether a pre-specified event occurred when information about the occurrence of a specific event is solicited.][--STAT: Used to indicate when a question about the occurrence of a pre-specified event was not answered. Should be null or have a value of NOT DONE],"Removed Not AE from Domain.  Not applicable to AE, where --OCCUR, --STAT, and --REASND are not allowed.",,,,,,,,,,,,
CG0404,3.3,2,"EVT, INT","NOT(DS, DV, EX)",--STAT,--PRESP = 'Y' and --OCCUR = null,--STAT present in dataset,Model v1.7,Model v1.7[2.2.1 (Interventions )]|Model v1.7[2.2.2 (Events)],,Model v1.7[2.2.1 (Interventions )][--PRESP: Used when a specific intervention is pre-specified on a CRF. Values should be 'Y' or null.][--OCCUR: Used to record whether a pre-specified event occurred when information about the occurrence of a specific event is solicited.][--STAT: Used to indicate when a question about the occurrence of a pre-specified event was not answered. Should be null or have a value of NOT DONE]|Model v1.7[2.2.2 (Events)][--PRESP: Used to indicate whether the event describe by --TERM was pre-specified on a CRF. Value is Y for pre-specified events; null for spontaneously reported events.][--OCCUR: Used to record whether a pre-specified event occurred when information about the occurrence of a specific event is solicited.][--STAT: Used to indicate when a question about the occurrence of a pre-specified event was not answered. Should be null or have a value of NOT DONE],"Removed Not AE from Domain.  Not applicable to AE, where --OCCUR, --STAT, and --REASND are not allowed.",,,,,,,,,,,,
CG0404,3.4,2,"EVT, INT","NOT(DS, DV, EX)",--STAT,--PRESP = 'Y' and  --OCCUR = null,--STAT present in dataset,Model v2.0,Events|Interventions,--PRESP|--OCCUR|--STAT,"Events[--PRESP][An indication that the event was prospectively stated or detailed on the CRF.]|Events|[--OCCUR][An indication as to whether a prespecified event has occurred.]|Events[--STAT][Used to indicate when a question about the occurrence of a prespecified event was not answered. Should be null or have a value of ""NOT DONE"".]|Interventions[--PRESP][An indication that the intervention was prospectively stated or detailed on the CRF.]|Interventions[--OCCUR][An indication as to whether a prespecified intervention has occurred.]|Interventions[--STAT][Used to indicate when a question about the occurrence of a prespecified intervention was not answered. Should be null or have a value of ""NOT DONE"".]",Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0406,3.2,1,FND,NOT(IE),--TEST,,--TEST length <= 40,IG v3.2,4.1.5.3.1,,The length of --TEST is normally limited to 40 characters to conform to the limitations of the SAS V5 Transport format currently used for submission datasets. IETEST values in IE and TI are exceptions to the above 40-character rule and are limited to 200 characters since they are not expected to be transformed to a column labels.,,,,,,,,,,,,,
CG0406,3.3,1,FND,NOT(IE),--TEST,,--TEST length <= 40,IG v3.3,4.5.3.1,,Sponsors may have test descriptions (--TEST) longer than 40 characters in their operational database. Since the --TEST variable is meant to serve as a label for a --TESTCD when a Findings dataset is transposed to a more horizontal format; the length of --TEST is limited to 40 characters (except as noted below) to conform to the limitations of the SAS v5 Transport format currently used for submission datasets.  IETEST values in IE and TI are exceptions to the above 40-character rule and are limited to 200 characters since they are not expected to be transformed to a column labels.,,,,,,,,,,,,,
CG0406,3.4,1,FND,NOT(IE),--TEST,,--TEST length <= 40,IG v3.4,4.5.3.1,,"Since the --TEST variable is meant to serve as a label for a --TESTCD when a Findings dataset is transposed to a more horizontal format, the length of --TEST is limited to 40 characters (except as noted below) to conform to the limitations of the SAS v5 Transport format currently used for submission datasets....
 IETEST values in IE and TI are exceptions to the above 40-character rule and are limited to 200 characters, since they are not expected to be transformed to column labels.",No Change,,,,,,,,,,,,
CG0407,3.2,1,INT,EX,GEN,Study includes protocol-specified study treatment,EX present in study,IG v3.2,6.1,,The EX domain is required for all studies that include protocol-specified study treatment.,,,,,,,,,,,,,
CG0407,3.3,1,INT,EX,GEN,Study includes protocol-specified study treatment,EX present in study,IG v3.3,6.1.3,Assumption 1.c,The EX domain is required for all studies that include protocol-specified study treatment.,,,,,,,,,,,,,
CG0407,3.4,1,INT,EX,GEN,Study includes protocol-specified study treatment,EX present in study,IG v3.4,6.1.3.1,Assumption 1c,The EX domain is required for all studies that include protocol-specified study treatment.,Section change in SDTMIG v3.4,,,,,,,,,,,,
CG0408,3.2,1,ALL,ALL,GEN,Dataset planned for submission,Dataset > 0 records,IG v3.2,3.2,,"In the event that no records are present in a dataset (e.g., a small PK study where no subjects took concomitant medications); the empty dataset should not be submitted and should not be described in the define.xml document.",,,,,,,,,,,,,
CG0408,3.3,1,ALL,ALL,GEN,Dataset planned for submission,Dataset > 0 records,IG v3.3,3.2,,"In the event that no records are present in a dataset (e.g., a small PK study where no subjects took concomitant medications); the empty dataset should not be submitted and should not be described in the Define-XML document.",,,,,,,,,,,,,
CG0408,3.4,1,ALL,ALL,GEN,Dataset planned for submission,Dataset > 0 records,IG v3.4,3.2,,"In the event that no records are present in a dataset (e.g., a small PK study where no subjects took concomitant medications), the empty dataset should not be submitted and should not be described in the Define-XML document.",No Change,,,,,,,,,,,,
CG0409,3.2,1,ALL,ALL,STUDYID,,STUDYID = DM.STUDYID,IG v3.2,4.1.2.6,2.B.1,All records with the same STUDYID value are a group of records that describe that study,,,,,,,,,,,,,
CG0409,3.3,1,ALL,ALL,STUDYID,,STUDYID = DM.STUDYID,IG v3.3,4.2.6,2.B.1,All records with the same STUDYID value are a group of records that describe that study,,,,,,,,,,,,,
CG0409,3.4,1,ALL,ALL,STUDYID,,STUDYID = DM.STUDYID,IG v3.4,4.2.6,2.B.1,All records with the same STUDYID value are a group of records that describe that study.,No Change,,,,,,,,,,,,
CG0410,3.2,2,SPC,SV,VISITNUM,Scheduled or Contingent visit (exists in TV),VISITNUM identifies unique record within subject,IG v3.2,5 SV,,One record per subject per actual visit.,"Condition updated from ""Scheduled visit (exists in TV)"".",,,,,,,,,,,,
CG0410,3.3,2,SPC,SV,VISITNUM,Scheduled or Contingent visit (exists in TV),VISITNUM identifies unique record within subject,IG v3.3,IG v3.3[5.5 SV]|IG v3.3[7.3.1.1 TV],IG v3.3[5.5 SV]|IG v3.3[7.3.1.1 TV][TV Issues 4],"IG v3.3[5.5 SV][One record per subject per actual visit.]|IG v3.3[7.3.1.1 TV][TV Issues 4][Some data collection is contingent on the occurrence of a ""trigger"" event; or disease milestone (see Section 7.3.3 Trial Disease Milestones). When such planned data collection involves an additional clinic visit; a ""contingent"" Visit may be included in the trial visits table;]","Condition updated from ""Scheduled visit (exists in TV)"".",,,,,,,,,,,,
CG0410,3.4,2,SPC,SV,VISITNUM,"Scheduled or Contingent visit (exists in TV)
",VISITNUM identifies unique record within subject,IG v3.4,5.5|7.3.1.1,[7.3.1.1 TV][TV Issues 4],"IG v3.4[5.5 SV][One record per subject per actual visit.]
IG v3.4[7.3.1.1 TV][TV Issues 4][Some data collection is contingent on the occurrence of a ""trigger"" event, or disease milestone (see the Trial Disease Milestones (TM) dataset under Section 7.3, Schedule for Assessments (TV, TD, and TM)). When such planned data collection involves an additional clinic visit, a ""contingent"" Visit may be included in the trial visits table, with start a rule that describes the circumstances under which it will take place. Since values of VISITNUM must be assigned to all records in the Trial Visits dataset, a contingent Visit included in the Trial Visits dataset must have a VISITNUM, but the VISITNUM value may not be a ""chronological"" value, due to the uncertain timing of a contingent Visit. If contingent visits are not included in the TV dataset, then they would be treated as unplanned visits in the Subject Visits (SV) domain.]",,,,,,,,,,,,,
CG0411,3.2,1,ALL,SUPP--,GEN,,"IDVAR, IDVARVAL, and QNAM a unique combination per parent subject record",IG v3.2,8.4.1,,"One record per IDVAR, IDVARVAL, and QNAM value per subject",,,,,,,,,,,,,
CG0411,3.3,1,ALL,SUPP--,GEN,,"IDVAR, IDVARVAL, and QNAM a unique combination per parent subject record",IG v3.3,8.4,,The combined set of values for the first six columns (STUDYID-QNAM) should be unique for every record. That is; there should not be multiple records in a SUPP-- dataset for the same QNAM value; as it relates to IDVAR/IDVARVAL for a USUBJID in a domain.,,,,,,,,,,,,,
CG0411,3.4,1,ALL,SUPP--,GEN,,"IDVAR, IDVARVAL, and QNAM a unique combination per parent subject record",IG v3.4,8.4,,"The combined set of values for the first six columns (STUDYID…QNAM) should be unique for every record. That is, there should not be multiple records in a SUPP-- dataset for the same QNAM value, as it relates to IDVAR/IDVARVAL for a USUBJID in a domain.",No Change,,,,,,,,,,,,
CG0412,3.2,1,EVT,DS,GEN,"DM.ACTARMCD not in ('SCRNFAIL', 'NOTASSGN', 'NOTTRT')",Subject records > 0,IG v3.2,6.2 DS,Assumption 1,The Disposition dataset provides an accounting for all subjects who entered the study and may include protocol milestones; such as randomization; as well as the subject's completion status or reason for discontinuation for the entire study or each phase or segment of the study; including screening and post-treatment follow-up.,"After SDTMIG v3.2, ACTARMCD could no longer have those values in the condition so the rule was not created for SDTMIG v3.3 forward.",,,,,,,,,,,,
CG0413,3.2,1,ALL,ALL,DOMAIN,,Dataset name begins with DOMAIN value,Model v1.4,2.1,,This code; which is stored in the SDTM variable named DOMAIN; is used in four ways: as the dataset name; the value of the DOMAIN variable in that dataset; as a prefix for most variable names in that dataset; and as a value in the RDOMAIN variable in relationship tables.,,,,,,,,,,,,,
CG0413,3.3,1,ALL,ALL,DOMAIN,,Dataset name begins with DOMAIN value,Model v1.7,2.1,,Each domain dataset is distinguished by a unique; 2-character code that should be used consistently throughout the submission. This code; which is stored in the SDTM variable named DOMAIN; is used in 4 ways: as the dataset name; as the value of the DOMAIN variable in that dataset; as a prefix for most variable names in that dataset; and as a value in the RDOMAIN variable in relationship tables.,,,,,,,,,,,,,
CG0413,3.4,1,ALL,ALL,DOMAIN,,Dataset name begins with DOMAIN value,Model v2.0,Study Subject Data,,"Each study subject domain dataset is distinguished by a unique, 2-character code that should be used consistently throughout the submission. This code, which is stored in the SDTM variable named DOMAIN, is used in the dataset name, as the value of the DOMAIN variable in that dataset, and as a prefix for most variable names in that dataset.",Cited guidance updated. Reference to model section updated.,,,,,,,,,,,,
CG0414,3.2,1,"SPC, TDM","SE, TA",ETCD,ETCD ^= 'UNPLAN',ETCD = TE.ETCD,IG v3.2,5 SE,Assumption 2,The Subject Elements domain allows the submission of data on the timing of the trial Elements a subject actually passed through in their participation in the trial. Please read Section 7.2 - Experimental Design: Trial Elements (TE); on the Trial Elements dataset and Section 7.2 - Experimental Design: Trial Arms (TA); on the Trial Arms dataset; as these datasets define a trial's planned Elements; and describe the planned sequences of lements for the Arms of the trial.,Updated Cited Guidance. Previous section 7.2 was mentioned in SDTM IG v3.2. Updated to reference sections 7.2.2 and 7.2.1.,,,,,,,,,,,,
CG0414,3.3,1,"SPC, TDM","SE, TA",ETCD,ETCD ^= 'UNPLAN',ETCD = TE.ETCD,IG v3.3,5 SE,Assumptions,The Subject Elements domain allows the submission of data on the timing of the trial Elements a subject actually passed through in their participation in the trial. Please read Section 7.2.2 - Experimental Design: Trial Elements (TE); on the Trial Elements dataset and Section 7.2.1 - Experimental Design: Trial Arms (TA); on the Trial Arms dataset; as these datasets define a trial's planned Elements; and describe the planned sequences of lements for the Arms of the trial.,Updated Cited Guidance. Previous section 7.2 was mentioned in SDTM IG v3.2. Updated to reference sections 7.2.2 and 7.2.1.,,,,,,,,,,,,
CG0414,3.4,1,"SPC, TDM","SE, TA",ETCD,ETCD ^= 'UNPLAN',ETCD = TE.ETCD,IG v3.4,5.3,Assumptions,"The Subject Elements domain allows the submission of data on the timing of the trial Elements a subject actually passed through in their participation in the trial. Read Section 7.2.2, Trial Elements, on the Trial Elements (TE) dataset and Section 7.2.1, Trial Arms, on the Trial Arms (TA) dataset, as these datasets define a trial's planned Elements and describe the planned sequences of Elements for the Arms of the trial.",No Change,,,,,,,,,,,,
CG0415,3.2,1,TDM,TA,ARMCD,,ARMCD is a valid planned arm code,IG v3.2,7.2,,The trial arms table describes each planned arm in the trial.,Updated document reference.,,,,,,,,,,,,
CG0415,3.3,1,TDM,TA,ARMCD,,ARMCD is a valid planned arm code,IG v3.3,7.2.1,,A trial design domain that contains each planned arm in the trial.,Updated document reference.,,,,,,,,,,,,
CG0415,3.4,1,TDM,TA,ARMCD,,ARMCD is a valid planned arm code,IG v3.4,7.2.1 TA,,A trial design domain that contains each planned arm in the trial.,No Change,,,,,,,,,,,,
CG0416,3.2,1,SPC,SUPP--,QLABEL,,QLABEL value length <= 40,Model v1.4,4.1.2,,This is the long name or label associated with QNAM. The value in QLABEL cannot be longer than 40 characters. This will often be the column label in the sponsor's original dataset.,,,,,,,,,,,,,
CG0416,3.3,1,SPC,SUPP--,QLABEL,,QLABEL value length <= 40,Model v1.7,4.1.2,,This is the long name or label associated with QNAM. The value in QLABEL cannot be longer than 40 characters. This will often be the column label in the sponsor's original dataset.,,,,,,,,,,,,,
CG0416,3.4,1,SPC,SUPP--,QLABEL,,QLABEL value length <= 40,Model v2.0,Supplemental Qualifiers,QLABEL,This is the long name or label associated with QNAM. The value in QLABEL cannot be longer than 40 characters. This will often be the column label in the sponsor's original dataset.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0417,3.2,1,SPC,SUPP--,QNAM,,"QNAM value length <=8 and cannot start with a number and cannot contain characters other than letters in upper case, numbers, or underscores",Model v1.4,4.1.2,,"The value in QNAM cannot be longer than 8 characters; nor can it start with a number (e.g., '1TEST'). QNAM cannot contain characters other than letters; numbers; or underscores.",,,,,,,,,,,,,
CG0417,3.3,1,SPC,SUPP--,QNAM,,"QNAM value length <=8 and cannot start with a number and cannot contain characters other than letters in upper case, numbers, or underscores",Model v1.7,4.1.2,,"The value in QNAM cannot be longer than 8 characters; nor can it start with a number (e.g., '1TEST'). QNAM cannot contain characters other than letters; numbers; or underscores.",,,,,,,,,,,,,
CG0417,3.4,1,SPC,SUPP--,QNAM,,"QNAM value length <=8 and cannot start with a number and cannot contain characters other than letters in upper case, numbers, or underscores",Model v2.0,Supplemental Qualifiers,QNAM,"The value in QNAM cannot be longer than 8 characters; nor can it start with a number (e.g., '1TEST'). QNAM cannot contain characters other than letters; numbers; or underscores.",Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0418,3.2,1,ALL,ALL,TAETORD,,TAETORD order of elements match order in TA within ARM of the Subject,Model v1.4,2.2.5,,Number that gives the planned order of the Element within the Arm (see Trial Arms; Section 3.2.2 ).,,,,,,,,,,,,,
CG0418,3.3,1,ALL,ALL,TAETORD,,TAETORD order of elements match order in TA within ARM of the Subject,Model v1.7,2.2.5,,Number that gives the planned order of the Element within the Arm (see Section 3.1.2; Trial Arms).,,,,,,,,,,,,,
CG0418,3.4,1,ALL,ALL,TAETORD,,TAETORD order of elements match order in TA within ARM of the Subject,Model v2.0,Timing,TAETORD,An assigned numeric identifier that gives the planned order of the element within the trial arm of the study.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0419,3.2,1,SPC,RELREC,RELTYPE,IDVAR populated with a --SEQ value,RELTYPE = null,IG v3.2,IG v3.2[8.2.1]|IG v3.2[8.3.1],,"IG v3.2[8.2.1][Identifies the hierarchical level of the records in the relationship. Values should be either ONE or MANY. Used only when identifying a relationship between datasets (as described in Section 8.3).]IG v3.2[8.3.1][Since IDVAR identifies the keys that can be used to merge/join records between the datasets; the root values (e.g., -- GRPID in the above example) for IDVAR must be the same for both records with the same RELID. --SEQ cannot be used because --SEQ only has meaning within a subject within a dataset; not across datasets.]",,,,,,,,,,,,,
CG0419,3.3,1,SPC,RELREC,RELTYPE,IDVAR populated with a --SEQ value,RELTYPE = null,IG v3.3,IG v3.3[8.2.1]|IG v3.3[8.3.1],,IG v3.3[8.2.1][Identifies the hierarchical level of the records in the relationship. Values should be either ONE or MANY. Used only when identifying a relationship between datasets (as described in Section 8.3).]|IG v3.3[8.3.1][Since IDVAR identifies the keys that can be used to merge/join records between the datasets; --SEQ cannot be used because --SEQ only has meaning within a subject within a dataset; not across datasets.],,,,,,,,,,,,,
CG0419,3.4,1,SPC,RELREC,RELTYPE,IDVAR populated with a --SEQ value,RELTYPE = null,IG v3.4,"8.2.1
8.3.1",,"[8.2.1] Identifies the hierarchical level of the records in the relationship. Values should be either ONE or MANY. Used only when identifying a relationship between datasets (as described in Section 8.3, Relating Datasets).

[8.3.1] Since IDVAR identifies the keys that can be used to merge/join records between the datasets, --SEQ cannot be used because --SEQ only has meaning within a subject within a dataset, not across datasets.",No Change,,,,,,,,,,,,
CG0420,3.2,1,"INT, EVT",ALL,--STRF,--OCCUR = 'N',--STRF = null,Model v1.4,2.2.5,,Identifies the start of the observation as being before; during; or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,,,,,,,,,,,,,
CG0420,3.3,1,"INT, EVT",ALL,--STRF,--OCCUR = 'N',--STRF = null,Model v1.7,2.2.5,,Identifies the start of the observation as being before; during; or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,,,,,,,,,,,,,
CG0420,3.4,1,"INT, EVT",ALL,--STRF,--OCCUR = 'N',--STRF = null,Model v2.0,Timing,--STRF,The characterization of the start of an observation relative to the study reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0421,3.2,1,"INT, EVT",ALL,--ENRF,--OCCUR = 'N',--ENRF = null,Model v1.4,2.2.5,,Identifies the end of the observation as being before; during or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,,,,,,,,,,,,,
CG0421,3.3,1,"INT, EVT",ALL,--ENRF,--OCCUR = 'N',--ENRF = null,Model v1.7,2.2.5,,Identifies the end of the observation as being before; during or after the sponsor-defined reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,,,,,,,,,,,,,
CG0421,3.4,1,"INT, EVT",ALL,--ENRF,--OCCUR = 'N',--ENRF = null,Model v2.0,Timing,--ENRF,The characterization of the end of an observation relative to the study reference period. The sponsor-defined reference period is a continuous period of time defined by a discrete starting point and a discrete ending point represented by RFSTDTC and RFENDTC in Demographics.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0422,3.2,1,FND,ALL,--STAT,--ORRES ^= null,--STAT = null,IG v3.2,6.3 LB,,Used to indicate exam not done. Should be null if a result exists in LBORRES.,,,,,,,,,,,,,
CG0422,3.3,1,FND,ALL,--STAT,--ORRES ^= null,--STAT = null,IG v3.3,6.3.6 LB,,Used to indicate exam not done. Should be null if a result exists in LBORRES.,,,,,,,,,,,,,
CG0422,3.4,1,FND,ALL,--STAT,--ORRES ^= null,--STAT = null,IG v3.4|Model v2.0,4.5.1.1|Findings,--STAT,"4.5.1.1[The --ORRES variable contains the result of the measurement or finding as originally received or collected. --ORRES is an expected variable and should always be populated, except (1) when --STAT = ""NOT DONE"" (because there is no result for such a record) or (2) for derived records.]|Findings[--STAT][Should be null or have a value of ""NOT DONE"".]",Updated Cited Guidance. Previous guidance referred only to the LB domain.,,,,,,,,,,,,
CG0423,3.2,1,INT,ALL,--TRTV,--VAMT ^= null,--TRTV ^= null,Model v1.4,2.2.1,,--TRTV:Vehicle for administration of treatment; such as a liquid in which the treatment drug is dissolved. Example: SALINE. --VAMT: Amount of the prepared product (treatment + vehicle) administered or given. Note: should not be diluent amount alone. --VAMTU: Units for the prepared product (treatment + vehicle). Examples: mL; mg.,,,,,,,,,,,,,
CG0423,3.3,1,INT,ALL,--TRTV,--VAMT ^= null,--TRTV ^= null,Model v1.7,2.2.1,,--TRTV:Vehicle for administration of treatment; such as a liquid in which the treatment drug is dissolved. Example: SALINE. --VAMT: Amount of the prepared product (treatment + vehicle) administered or given. Note: should not be diluent amount alone. --VAMTU: Units for the prepared product (treatment + vehicle). Examples: mL; mg.,,,,,,,,,,,,,
CG0423,3.4,1,INT,ALL,--TRTV,--VAMT ^= null,--TRTV ^= null,Model v2.0,Interventions,--TRTV|'--VAMT,--TRTV[A carrier or inert medium in which a medicinally active agent is administered.]|--VAMT[Amount of the prepared product (treatment plus vehicle) administered.],Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0425,3.2,1,FND,ALL,--STRESU,--STRESC ^= null and units are applicable for the result,--STRESU ^= null,Model v1.4,2.2.3,,--STRESU: Standardized units used for --STRESC and --STRESN.,,,,,,,,,,,,,
CG0425,3.3,1,FND,ALL,--STRESU,--STRESC ^= null and units are applicable for the result,--STRESU ^= null,Model v1.7,2.2.3,,"--STRESU:Standardized units used for --STRESC, --STRESN, --STREFC, and --STREFN. Example: ""mol/L"".",,,,,,,,,,,,,
CG0425,3.4,1,FND,ALL,--STRESU,--STRESC ^= null and units are applicable for the result,--STRESU ^= null,Model v2.0,Findings,--STRESU,"The unit of measure for the standardized result of the measurement, test, or examination.  Variable(s) Qualified: --STRESC and --STRESN and --STNRLO and --STNRHI and --STREFC and --STREFN and --LLOQ and --ULOQ.",Cited guidance updated. Reference to model section and item updated per new style.  ,,,,,,,,,,,,
CG0426,3.2,1,FND,ALL,--STRESC,--STRESU ^= null,--STRESC (in standard units) ^= null,Model v1.4,2.2.3,,--STRESU: Standardized units used for --STRESC and --STRESN.,,,,,,,,,,,,,
CG0426,3.3,1,FND,ALL,--STRESC,--STRESU ^= null,--STRESC (in standard units) ^= null,Model v1.7,2.2.3,,"--STRESU: Standardized units used for --STRESC, --STRESN, --STREFC, and --STREFN. Example: ""mol/L"".",,,,,,,,,,,,,
CG0426,3.4,1,FND,ALL,--STRESC,--STRESU ^= null,--STRESC (in standard units) ^= null,Model v2.0,Findings,--STRESU,"The unit of measure for the standardized result of the measurement, test, or examination.  Variable(s) Qualified: --STRESC and --STRESN and --STNRLO and --STNRHI and --STREFC and --STREFN and --LLOQ and --ULOQ.",Cited guidance updated. Reference to model section and item updated per new style. ,,,,,,,,,,,,
CG0427,3.2,1,FND,ALL,--STRESC,--RESCAT ^= null,--STRESC ^= null,Model v1.4,2.2.3,,"--STRESC: Contains the result value for all findings, copied or derived from --ORRES in a standard format or in standard units. --RESCAT: used to categorize the result of a finding.",,,,,,,,,,,,,
CG0427,3.3,1,FND,ALL,--STRESC,--RESCAT ^= null,--STRESC ^= null,Model v1.7,2.2.3,,"--STRESC: Contains the result value for all findings, copied or derived from --ORRES in a standard format or in standard units. --RESCAT: used to categorize the result of a finding.",,,,,,,,,,,,,
CG0427,3.4,1,FND,ALL,--STRESC,--RESCAT ^= null,--STRESC ^= null,Model v2.0,Findings,--RESCAT,--RESCAT: A grouping or classification of the results of an assessment. The result is in --STRESC.,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0428,3.2,1,"EVT, FND","AE, MH, CE, EG, LB, PC, PP",--TOXGR,--TOX ^= null,--TOXGR ^= null,Model v1.4,2.2.2|2.2.3,--TOX,Description of toxicity quantified by --TOXGR such as NCI CTCAE Short Name. Examples: HYPERCALCEMIA; HYPOCALCEMIA. Sponsor should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.,,,,,,,,,,,,,
CG0428,3.3,1,"EVT, FND","AE, MH, CE, EG, LB, PC, PP",--TOXGR,--TOX ^= null,--TOXGR ^= null,Model v1.7,2.2.2|2.2.3,--TOX,Description of toxicity quantified by --TOXGR such as NCI CTCAE Short Name. Examples: HYPERCALCEMIA; HYPOCALCEMIA. Sponsor should specify which scale and version is used in the Sponsor Comments column of the Define-XML document.,,,,,,,,,,,,,
CG0428,3.4,1,"EVT, FND","AE, MH, CE, EG, LB, PC, PP",--TOXGR,--TOX ^= null,--TOXGR ^= null,Model v2.0,Events|Findings,--TOX,Variable Qualifier of --TOXGR,Cited guidance updated. Reference to model section and item updated per new style.,,,,,,,,,,,,
CG0429,3.2,1,ALL,ALL,--CAT,--SCAT ^= null,--CAT ^= null,Model v1.4,2.2.1|2.2.2|2.2.3,,Used to define a further categorization of --CAT values.,,,,,,,,,,,,,
CG0429,3.3,1,ALL,ALL,--CAT,--SCAT ^= null,--CAT ^= null,Model v1.7,2.2.1|2.2.2|2.2.3,2.2.1[Table 3.2.1: --SCAT]|2.2.2[Table 3.2.2: --SCAT]|2.2.3[Table 3.2.3: --SCAT],2.2.1[Table 3.2.1: --SCAT][Used to define a further categorization of --CAT values.]|2.2.2[Table 3.2.2: --SCAT][Used to define a further categorization of --CAT values.]|2.2.3[Table 3.2.3: --SCAT][Used to define a further categorization of --CAT values.],,,,,,,,,,,,,
