SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Interventions,EX,9.0,Interventions,EX,EXLNKGRP,Link Group ID,Char,,,,,Identifier,Perm,"Identifier used to link related, grouped records across domains."
Interventions,EX,10.0,Interventions,EX,EXTRT,Name of Treatment,Char,,,,,Topic,Req,Name of the protocol-specified study treatment given during the dosing period for the observation.
Interventions,EX,11.0,Interventions,EX,EXCAT,Category of Treatment,Char,,,,,Grouping Qualifier,Perm,Used to define a category of EXTRT values.
Interventions,EX,12.0,Interventions,EX,EXSCAT,Subcategory of Treatment,Char,,,,,Grouping Qualifier,Perm,A further categorization of EXCAT values.
Interventions,EX,13.0,Interventions,EX,EXDOSE,Dose,Num,,,,,Record Qualifier,Exp,Amount of EXTRT when numeric. Not populated when EXDOSTXT is populated.
Interventions,EX,14.0,Interventions,EX,EXDOSTXT,Dose Description,Char,,,,,Record Qualifier,Perm,"Amount of EXTRT when non-numeric. Dosing amounts or a range of dosing information collected in text form. Example: ""200-400"". Not populated when EXDOSE is populated."
Interventions,EX,15.0,Interventions,EX,EXDOSU,Dose Units,Char,C71620,,,,Variable Qualifier,Exp,"Units for EXDOSE, EXDOSTOT, or EXDOSTXT representing protocol-specified values. Examples: ""ng"", ""mg"", ""mg/kg"", ""mg/m2""."
Interventions,EX,16.0,Interventions,EX,EXDOSFRM,Dose Form,Char,C66726,,,,Variable Qualifier,Exp,"Dose form for EXTRT. Examples: ""TABLET"", ""LOTION""."
Interventions,EX,17.0,Interventions,EX,EXDOSFRQ,Dosing Frequency per Interval,Char,C71113,,,,Record Qualifier,Perm,"Usually expressed as the number of repeated administrations of EXDOSE within a specific time period. Examples: ""Q2H"", ""QD"", ""BID""."
Interventions,EX,18.0,Interventions,EX,EXDOSRGM,Intended Dose Regimen,Char,,,,,Record Qualifier,Perm,"Text description of the intended schedule or regimen for the Intervention. Example: ""TWO WEEKS ON, TWO WEEKS OFF""."
Interventions,EX,19.0,Interventions,EX,EXROUTE,Route of Administration,Char,C66729,,,,Variable Qualifier,Perm,"Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS""."
Interventions,EX,20.0,Interventions,EX,EXLOT,Lot Number,Char,,,,,Record Qualifier,Perm,Lot number of the intervention product.
Interventions,EX,21.0,Interventions,EX,EXLOC,Location of Dose Administration,Char,C74456,,,,Record Qualifier,Perm,"Specifies location of administration. Examples: ""ARM"", ""LIP""."
Interventions,EX,22.0,Interventions,EX,EXLAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: ""LEFT"", ""RIGHT""."
Interventions,EX,23.0,Interventions,EX,EXDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for anatomical location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"", ""UPPER""."
Interventions,EX,24.0,Interventions,EX,EXFAST,Fasting Status,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify fasting status. Examples: ""Y"", ""N""."
Interventions,EX,25.0,Interventions,EX,EXADJ,Reason for Dose Adjustment,Char,,,,,Record Qualifier,Perm,Describes reason or explanation of why a dose is adjusted.
Interventions,EX,26.0,Interventions,EX,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm.
Interventions,EX,27.0,Interventions,EX,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,"Trial epoch of the exposure record. Examples: ""RUN-IN"", ""TREATMENT""."
Interventions,EX,28.0,Interventions,EX,EXSTDTC,Start Date/Time of Treatment,Char,,,ISO 8601 datetime or interval,,Timing,Exp,The date/time when administration of the treatment indicated by EXTRT and EXDOSE began.
Interventions,EX,29.0,Interventions,EX,EXENDTC,End Date/Time of Treatment,Char,,,ISO 8601 datetime or interval,,Timing,Exp,"The date/time when administration of the treatment indicated by EXTRT and EXDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, EXSTDTC should be copied to EXENDTC as the standard representation."
Interventions,EX,30.0,Interventions,EX,EXSTDY,Study Day of Start of Treatment,Num,,,,,Timing,Perm,Study day of EXSTDTC relative to DM.RFSTDTC.
Interventions,EX,31.0,Interventions,EX,EXENDY,Study Day of End of Treatment,Num,,,,,Timing,Perm,Study day of EXENDTC relative to DM.RFSTDTC.
Interventions,EX,32.0,Interventions,EX,EXDUR,Duration of Treatment,Char,,,ISO 8601 duration,,Timing,Perm,Collected duration of administration. Used only if collected on the CRF and not derived from start and end date/times.
Interventions,EX,33.0,Interventions,EX,EXTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See EXTPTNUM and EXTPTREF."
Interventions,EX,34.0,Interventions,EX,EXTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numerical version of EXTPT to aid in sorting.
Interventions,EX,35.0,Interventions,EX,EXELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,Planned elapsed time relative to the planned fixed reference (EXTPTREF). This variable is useful where there are repetitive measures. Not a clock time.
Interventions,EX,36.0,Interventions,EX,EXTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Name of the fixed reference point referred to by EXELTM, EXTPTNUM, and EXTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL."
Interventions,EX,37.0,Interventions,EX,EXRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Date/time for a fixed reference time point defined by EXTPTREF.
Interventions,ML,1.0,Interventions,ML,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Interventions,ML,2.0,Interventions,ML,DOMAIN,Domain Abbreviation,Char,,,,ML,Identifier,Req,Two-character abbreviation for the domain.
Interventions,ML,3.0,Interventions,ML,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Interventions,ML,4.0,Interventions,ML,MLSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Interventions,ML,5.0,Interventions,ML,MLGRPID,Group ID,Char,,,,,Identifier,Perm,Used to tie together a block of related records in a single domain for a subject.
Interventions,ML,6.0,Interventions,ML,MLSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,"Sponsor-defined reference number. Examples: a number preprinted on the CRF as an explicit line identifier, record identifier defined in the sponsor's operational database."
Interventions,ML,7.0,Interventions,ML,MLTRT,Name of Meal,Char,,,,,Topic,Req,Verbatim food product name that is either preprinted or collected on a CRF.
Interventions,ML,8.0,Interventions,ML,MLCAT,Category for Meal,Char,,,,,Grouping Qualifier,Perm,Used to define a category of MLTRT values.
Interventions,ML,9.0,Interventions,ML,MLSCAT,Subcategory for Meal,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of MLCAT values.
Interventions,ML,10.0,Interventions,ML,MLPRESP,ML Pre-specified,Char,C66742,,,,Variable Qualifier,Perm,"Used when a specific meal is prespecified on a CRF. Values should be ""Y"" or null."
Interventions,ML,11.0,Interventions,ML,MLOCCUR,ML Occurrence,Char,C66742,,,,Record Qualifier,Perm,Used to record whether a prespecified meal occurred when information about the occurrence of a specific meal is solicited.
Interventions,ML,12.0,Interventions,ML,MLSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate when a question about the occurrence of a prespecified meal was not answered. Should be null or have a value of ""NOT DONE""."
Interventions,ML,13.0,Interventions,ML,MLREASND,Reason Meal Not Collected,Char,,,,,Record Qualifier,Perm,"Describes the reason a response to a question about the occurrence of a meal was not collected. Used in conjunction with MLSTAT when value is ""NOT DONE""."
Interventions,ML,14.0,Interventions,ML,MLDOSE,Dose,Num,,,,,Record Qualifier,Perm,Amount of MLTRT consumed. Not populated when MLDOSTXT is populated.
Interventions,ML,15.0,Interventions,ML,MLDOSTXT,Dose Description,Char,,,,,Record Qualifier,Perm,"Amount description of MLTRT consumed, collected in text form. Not populated when MLDOSE is populated. Examples: ""<1 per day"", ""200-400""."
Interventions,ML,16.0,Interventions,ML,MLDOSU,Dose Units,Char,C71620,,,,Variable Qualifier,Perm,"Units for MLDOSE, MLDOSTOT, or MLDOSTXT."
Interventions,ML,17.0,Interventions,ML,MLDOSFRM,Dose Form,Char,C66726,,,,Variable Qualifier,Perm,"Dosage form for MLTRT. Example: ""BAR, CHEWABLE""."
Interventions,ML,18.0,Interventions,ML,VISITNUM,Visit Number,Num,,,,,Timing,Perm,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Interventions,ML,19.0,Interventions,ML,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Interventions,ML,20.0,Interventions,ML,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of VISIT. Should be an integer.
Interventions,ML,21.0,Interventions,ML,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the meal started.
Interventions,ML,22.0,Interventions,ML,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the start date/time of the meal.
Interventions,ML,23.0,Interventions,ML,MLDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Collection date and time of the meal represented in ISO 8601 character format.
Interventions,ML,24.0,Interventions,ML,MLSTDTC,Start Date/Time of Meal,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Start date/time of the meal represented in ISO 8601 character format.
Interventions,ML,25.0,Interventions,ML,MLENDTC,End Date/Time of Meal,Char,,,ISO 8601 datetime or interval,,Timing,Perm,End date/time of the meal represented in ISO 8601 character format.
Interventions,ML,26.0,Interventions,ML,MLDY,Study Day of Visit/Collection/Exam,Num,,,,,Timing,Perm,Actual study day of the visit/collection expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Interventions,ML,27.0,Interventions,ML,MLSTDY,Study Day of Start of Meal,Num,,,,,Timing,Perm,Actual study day of start of the meal expressed in integer days relative to sponsor-defined RFSTDTC in Demographics.
Interventions,ML,28.0,Interventions,ML,MLENDY,Study Day of End of Meal,Num,,,,,Timing,Perm,Actual study day of end of the meal expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Interventions,ML,29.0,Interventions,ML,MLDUR,Duration of Meal,Char,,,ISO 8601 duration,,Timing,Perm,Collected duration of the meal represented in ISO 8601 character format. Used only if collected on the CRF and not derived.
Interventions,ML,30.0,Interventions,ML,MLTPT,Planned Time Point Name,Char,,,,,Timing,Perm,Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point. See MLTPTNUM and MLTPTREF.
Interventions,ML,31.0,Interventions,ML,MLTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numeric version of planned time point used in sorting.
Interventions,ML,32.0,Interventions,ML,MLELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,Planned elapsed time (in ISO 8601) relative to the planned fixed reference (MLTPTREF). This variable is useful when there are repetitive measures. Not a clock time or a date/time variable. Represented as an ISO 8601 duration.
Interventions,ML,33.0,Interventions,ML,MLTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Description of the fixed reference point referred to by MLELTM, MLTPTNUM, and MLTPT."
Interventions,ML,34.0,Interventions,ML,MLRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,Date/time for a fixed reference time point defined by MLTPTREF in ISO 8601 character format.
Interventions,ML,35.0,Interventions,ML,MIDS,Disease Milestone Instance Name,Char,,,,,Timing,Perm,The name of a specific instance of a disease milestone type (MIDSTYPE) described in the Trial Disease Milestones dataset. This should be unique within a subject. Used only in conjunction with RELMIDS and MIDSDTC.
Interventions,ML,36.0,Interventions,ML,RELMIDS,Temporal Relation to Milestone Instance,Char,,,,,Timing,Perm,"The temporal relationship of the observation to the disease milestone instance name in MIDS. Examples: ""IMMEDIATELY BEFORE"", ""AT TIME OF"", ""AFTER""."
Interventions,ML,37.0,Interventions,ML,MIDSDTC,Disease Milestone Instance Date/Time,Char,,,ISO 8601 datetime or interval,,Timing,Perm,"The start date/time of the disease milestone instance name in MIDS, in ISO 8601 format."
Interventions,PR,1.0,Interventions,PR,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Interventions,PR,2.0,Interventions,PR,DOMAIN,Domain Abbreviation,Char,,,,PR,Identifier,Req,Two-character abbreviation for the domain.
Interventions,PR,3.0,Interventions,PR,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
