SDTM Class,Domain,Variable Order,Class,Dataset Name,Variable Name,Variable Label,Type,CDISC CT Codelist Code(s),Codelist Submission Value(s),Described Value Domain(s),Value List,Role,Core,CDISC Notes
Findings,LB,30.0,Findings,LB,LBSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,Used to indicate exam not done. Should be null if a result exists in LBORRES.
Findings,LB,31.0,Findings,LB,LBREASND,Reason Test Not Done,Char,,,,,Record Qualifier,Perm,"Describes why a measurement or test was not performed. Examples: ""BROKEN EQUIPMENT"", ""SUBJECT REFUSED"", or ""SPECIMEN LOST"". Used in conjunction with LBSTAT when value is ""NOT DONE""."
Findings,LB,32.0,Findings,LB,LBNAM,Vendor Name,Char,,,,,Record Qualifier,Perm,The name or identifier of the laboratory that performed the test.
Findings,LB,33.0,Findings,LB,LBLOINC,LOINC Code,Char,,,LOINC,,Synonym Qualifier,Perm,Code for the lab test from the LOINC code system. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the Define-XML external codelist attributes.
Findings,LB,34.0,Findings,LB,LBSPEC,Specimen Type,Char,C78734,,,,Record Qualifier,Perm,"Defines the type of specimen used for a measurement. Examples: ""SERUM"", ""PLASMA"", ""URINE""."
Findings,LB,35.0,Findings,LB,LBSPCCND,Specimen Condition,Char,C78733,,,,Record Qualifier,Perm,"The physical state or quality of a sample for an assessment. Examples: ""HEMOLYZED"", ""ICTERIC"", ""LIPEMIC""."
Findings,LB,36.0,Findings,LB,LBSPCUFL,Specimen Usability for the Test,Char,C66742,,,,Record Qualifier,Perm,"Describes the usability of the specimen for the test. The value will be ""N"" if the specimen is not usable, and null if the specimen is usable."
Findings,LB,37.0,Findings,LB,LBMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Perm,"Method of the test or examination. Examples: ""EIA"" (enzyme immunoassay), ""ELECTROPHORESIS"", ""DIPSTICK""."
Findings,LB,38.0,Findings,LB,LBANMETH,Analysis Method,Char,C160922,,,,Record Qualifier,Perm,"Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g., a calculation used to measure eGFR)."
Findings,LB,39.0,Findings,LB,LBTMTHSN,Test Method Sensitivity,Char,C179589,,,,Record Qualifier,Perm,"The sensitivity of the test methodology with respect to observation, detection, or quantification."
Findings,LB,40.0,Findings,LB,LBLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null."
Findings,LB,41.0,Findings,LB,LBBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that LBBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset."
Findings,LB,42.0,Findings,LB,LBFAST,Fasting Status,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify fasting status. Examples: ""Y"", ""N""."
Findings,LB,43.0,Findings,LB,LBDRVFL,Derived Flag,Char,C66742,,,,Record Qualifier,Perm,"Used to indicate a derived record. The value should be ""Y"" or null. Records that represent the average of other records, or do not come from the CRF, or are not as originally received or collected are examples of records that might be derived for the submission datasets. If LBDRVFL=""Y"", then LBORRES may be null, with LBSTRESC and (if numeric) LBSTRESN having the derived value."
Findings,LB,44.0,Findings,LB,LBTOX,Toxicity,Char,,,,,Variable Qualifier,Perm,"Description of toxicity quantified by LBTOXGR. The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the external codelist element in the Define-XML document."
Findings,LB,45.0,Findings,LB,LBTOXGR,Standard Toxicity Grade,Char,,,,,Record Qualifier,Perm,"Records toxicity grade value using a standard toxicity scale (e.g., the NCI CTCAE). If value is from a numeric scale, represent only the number (e.g., ""2"" not ""Grade 2""). The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the external codelist element in the Define-XML document."
Findings,LB,46.0,Findings,LB,LBCLSIG,"Clinically Significant, Collected",Char,C66742,,,,Record Qualifier,Perm,Used to indicate whether a collected observation is clinically significant based on judgment.
Findings,LB,47.0,Findings,LB,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,LB,48.0,Findings,LB,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.
Findings,LB,49.0,Findings,LB,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,LB,50.0,Findings,LB,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm.
Findings,LB,51.0,Findings,LB,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected."
Findings,LB,52.0,Findings,LB,LBDTC,Date/Time of Specimen Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Date/time of specimen collection represented in ISO 8601 character format.
Findings,LB,53.0,Findings,LB,LBENDTC,End Date/Time of Specimen Collection,Char,,,ISO 8601 datetime or interval,,Timing,Perm,End date/time of specimen collection represented in ISO 8601 character format.
Findings,LB,54.0,Findings,LB,LBDY,Study Day of Specimen Collection,Num,,,,,Timing,Perm,"Study day of specimen collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission."
Findings,LB,55.0,Findings,LB,LBENDY,Study Day of End of Observation,Num,,,,,Timing,Perm,Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.
Findings,LB,56.0,Findings,LB,LBTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when specimen should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See LBTPTNUM and LBTPTREF. Examples: ""Start"", ""5 min post""."
Findings,LB,57.0,Findings,LB,LBTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numerical version of LBTPT to aid in sorting.
Findings,LB,58.0,Findings,LB,LBELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,"Planned elapsed time (in ISO 8601) relative to a planned fixed reference (LBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable. Represented as ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by LBTPTREF, ""PT8H"" to represent the period of 8 hours after the reference point indicated by LBTPTREF."
Findings,LB,59.0,Findings,LB,LBTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Name of the fixed reference point referred to by LBELTM, LBTPTNUM, and LBTPT. Examples: ""PREVIOUS DOSE"", ""PREVIOUS MEAL""."
Findings,LB,60.0,Findings,LB,LBRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,"Date/time of the reference time point, LBTPTREF."
Findings,LB,61.0,Findings,LB,LBPTFL,Point in Time Flag,Char,C66742,,,,Timing,Perm,"An indication that the specimen was collected at a single point in time. The value is ""Y"" or null. The intent of this variable in the LB domain is to aid mapping to LOINC codes in the dataset, when LOINC part ""Time Aspect"" = ""Pt""."
Findings,LB,62.0,Findings,LB,LBPDUR,Planned Duration,Char,,,ISO 8601 duration,,Timing,Perm,"Planned duration of specimen collection. If LBPTFL is ""Y"" then LBPDUR is null."
Findings,MB,1.0,Findings,MB,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,MB,2.0,Findings,MB,DOMAIN,Domain Abbreviation,Char,,,,MB,Identifier,Req,Two-character abbreviation for the domain.
Findings,MB,3.0,Findings,MB,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,MB,4.0,Findings,MB,FOCID,Focus of Study-Specific Interest,Char,,,,,Identifier,Perm,"Identification of a focus of study-specific interest on or within a subject or specimen as called out in the protocol for which a measurement, test, or examination was performed. The value in this variable should have inherent semantic meaning."
Findings,MB,5.0,Findings,MB,MBSEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number to ensure uniqueness of records within a dataset for a subject. May be any valid number.
Findings,MB,6.0,Findings,MB,MBGRPID,Group ID,Char,,,,,Identifier,Perm,"Optional group identifier, used to link together a block of related records within a subject in a domain."
Findings,MB,7.0,Findings,MB,MBREFID,Reference ID,Char,,,,,Identifier,Perm,"Internal or external specimen identifier (e.g., sample ID for a subject sample from which a microbial culture was generated)."
Findings,MB,8.0,Findings,MB,MBSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be preprinted on the CRF as an explicit line identifier or defined in the sponsor's operational database.
Findings,MB,9.0,Findings,MB,MBLNKID,Link ID,Char,,,,,Identifier,Perm,"Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship. For example, it may be used to link genetic findings (in the PF domain) about a microbe to the original culture of that microbe (in MB), or to susceptibility records (in MS) if needed."
Findings,MB,10.0,Findings,MB,MBLNKGRP,Link Group ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This will usually be a many-to-one relationship.
Findings,MB,11.0,Findings,MB,MBTESTCD,Microbiology Test or Finding Short Name,Char,C120527,,,,Topic,Req,"Short name of the measurement, test, or finding described in MBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""MCORGIDN"" for Microbial Organism Identification ""GMNCOC"" for Gram Negative Cocci."
Findings,MB,12.0,Findings,MB,MBTEST,Microbiology Test or Finding Name,Char,C120528,,,,Synonym Qualifier,Req,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MBTEST cannot be longer than 40 characters. Examples: ""Microbial Organism Identification"", ""Gram Negative Cocci"", ""HIV-1 RNA""."
Findings,MB,13.0,Findings,MB,MBTSTDTL,"Measurement, Test or Examination Detail",Char,C174225,,,,Variable Qualifier,Perm,"Further description of MBTESTCD and MBTEST. Example: ""VIRAL LOAD"" when MBTESTCD represents viral genetic material, such as ""HCRNA"", ""QUANTIFICATION"" when MBTESTCD represents any organism being quantified."
Findings,MB,14.0,Findings,MB,MBCAT,Category,Char,,,,,Grouping Qualifier,Perm,Used to define a category of related records.
Findings,MB,15.0,Findings,MB,MBSCAT,Subcategory,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of MBCAT values.
Findings,MB,16.0,Findings,MB,MBORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,"Result of the microbiology measurement or finding as originally received or collected. Examples for ""GRAM STAIN"" findings: ""+3 MODERATE"", ""+2 FEW"", ""<10"". Examples for ""CULTURE PLATE"" findings: ""KLEBSIELLA PNEUMONIAE"", ""STREPTOCOCCUS PNEUMONIAE""."
Findings,MB,17.0,Findings,MB,MBORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,"Original unit for MBORRES. Example: ""mcg/mL""."
Findings,MB,18.0,Findings,MB,MBSTRESC,Result or Finding in Standard Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings copied or derived from MBORRES, in a standard format or standard units. MBSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MBSTRESN. For example, if a test has results ""+3 MODERATE"", ""MOD"", and ""MODERATE"" in MBORRES and these results effectively have the same meaning, they could be represented in standard format in MBSTRESC as ""MODERATE""."
Findings,MB,19.0,Findings,MB,MBSTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from MBSTRESC. MBSTRESN should store all numeric test results or findings.
Findings,MB,20.0,Findings,MB,MBSTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized units used for MBSTRESC and MBSTRESN.
Findings,MB,21.0,Findings,MB,MBRESCAT,Result Category,Char,,,,,Variable Qualifier,Perm,Used to categorize the result of a finding in a standard format.
Findings,MB,22.0,Findings,MB,MBSTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate that a question was not asked or a test was not done, or that a test was attempted but did not generate a result. Should be null or have a value of ""NOT DONE""."
Findings,MB,23.0,Findings,MB,MBREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Reason not done. Used in conjunction with MBSTAT when value is NOT DONE. Examples: ""BROKEN EQUIPMENT"", ""SUBJECT REFUSED""."
Findings,MB,24.0,Findings,MB,MBNAM,Laboratory/Vendor Name,Char,,,,,Record Qualifier,Perm,"Name or identifier of the vendor (e.g., laboratory) that provided the test results."
Findings,MB,25.0,Findings,MB,MBLOINC,LOINC Code,Char,,,,,Synonym Qualifier,Perm,"Logical Observation Identifiers Names and Codes (LOINC) code for the topic variable (e.g., lab test)."
Findings,MB,26.0,Findings,MB,MBSPEC,Specimen Material Type,Char,C78734,,,,Record Qualifier,Perm,"Defines the type of specimen used for a measurement. Examples: ""SPUTUM"", ""BLOOD"", ""PUS""."
Findings,MB,27.0,Findings,MB,MBSPCCND,Specimen Condition,Char,C78733,,,,Record Qualifier,Perm,"Free or standardized text describing the condition of the specimen. Example: ""CONTAMINATED""."
Findings,MB,28.0,Findings,MB,MBLOC,Specimen Collection Location,Char,C74456,,,,Record Qualifier,Perm,Anatomical location relevant to the collection of the measurement.
Findings,MB,29.0,Findings,MB,MBLAT,Laterality,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for specimen collection location further detailing laterality. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL""."
Findings,MB,30.0,Findings,MB,MBDIR,Directionality,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for specimen collection location further detailing directionality. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL""."
Findings,MB,31.0,Findings,MB,MBMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Exp,"Method of the test or examination. Examples: ""GRAM STAIN"", ""MICROBIAL CULTURE, LIQUID"", ""QUANTITATIVE REVERSE TRANSCRIPTASE POLYMERASE CHAIN REACTION""."
Findings,MB,32.0,Findings,MB,MBLOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Perm,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null."
Findings,MB,33.0,Findings,MB,MBBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. Should be ""Y"" or null. Note that MBBLFL is retained for backward compatibility. The authoritative baseline for statistical analysis is in an ADaM dataset."
Findings,MB,34.0,Findings,MB,MBFAST,Fasting Status,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify fasting status. Valid values include ""Y"", ""N"", ""U"", or null if not relevant."
Findings,MB,35.0,Findings,MB,MBDRVFL,Derived Flag,Char,C66742,,,,Record Qualifier,Perm,"Used to indicate a derived record (e.g., a record that represents the average of other records such as a computed baseline). Should be ""Y"" or null."
Findings,MB,36.0,Findings,MB,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,MB,37.0,Findings,MB,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of a clinical encounter.
Findings,MB,38.0,Findings,MB,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of VISIT. Should be an integer.
Findings,MB,39.0,Findings,MB,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element which the specimen collection occurred.
Findings,MB,40.0,Findings,MB,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the specimen was collected.
Findings,MB,41.0,Findings,MB,MBDTC,Date/Time of Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,Date/time of specimen collection.
Findings,MB,42.0,Findings,MB,MBDY,Study Day of Visit/Collection/Exam,Num,,,,,Timing,Perm,"Study day of the specimen collection, measured as integer days. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission."
Findings,MB,43.0,Findings,MB,MBTPT,Planned Time Point Name,Char,,,,,Timing,Perm,"Text description of time when specimen should be taken. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See MBTPTNUM and MBTPTREF. Examples: ""Start"", ""5 min post""."
Findings,MB,44.0,Findings,MB,MBTPTNUM,Planned Time Point Number,Num,,,,,Timing,Perm,Numeric version of MBTPT used in sorting.
Findings,MB,45.0,Findings,MB,MBELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601 duration,,Timing,Perm,"Planned elapsed time (in ISO 8601) relative to a planned fixed reference (MBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by MBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by MBTPTREF."
Findings,MB,46.0,Findings,MB,MBTPTREF,Time Point Reference,Char,,,,,Timing,Perm,"Name of the fixed reference point referred to by MBELTM, MBTPTNUM, and MBTPT. Example: ""PREVIOUS DOSE""."
Findings,MB,47.0,Findings,MB,MBRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601 datetime or interval,,Timing,Perm,"Date/time for a fixed reference time point, MBTPTREF."
Findings,MI,1.0,Findings,MI,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,MI,2.0,Findings,MI,DOMAIN,Domain Abbreviation,Char,,,,MI,Identifier,Req,Two-character abbreviation for the domain.
Findings,MI,3.0,Findings,MI,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,MI,4.0,Findings,MI,MISEQ,Sequence Number,Num,,,,,Identifier,Req,Sequence number given to ensure uniqueness of subject records within a domain. May be any valid number.
Findings,MI,5.0,Findings,MI,MIGRPID,Group ID,Char,,,,,Identifier,Perm,Used to tie together a block of related records in a single domain for a subject. This is not the treatment group number.
Findings,MI,6.0,Findings,MI,MIREFID,Reference ID,Char,,,,,Identifier,Perm,Internal or external specimen identifier. Example: specimen barcode number.
Findings,MI,7.0,Findings,MI,MISPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined reference number. May be printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: line number from the MI Findings page.
Findings,MI,8.0,Findings,MI,MITESTCD,Microscopic Examination Short Name,Char,C132263,,,,Topic,Req,"Short name of the measurement, test, or examination described in MITEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in MITESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MITESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""HER2"", ""BRCA1"", ""TTF1""."
Findings,MI,9.0,Findings,MI,MITEST,Microscopic Examination Name,Char,C132262,,,,Synonym Qualifier,Req,"Verbatim name of the test or examination used to obtain the measurement or finding. The value in MITEST cannot be longer than 40 characters. Examples: ""Human Epidermal Growth Factor Receptor 2"", ""Breast Cancer Susceptibility Gene 1"", ""Thyroid Transcription Factor 1""."
Findings,MI,10.0,Findings,MI,MITSTDTL,Microscopic Examination Detail,Char,C125922,,,,Record Qualifier,Perm,"Further description of the test performed in producing the MI result. This would be used to represent specific attributes, such as intensity score or percentage of cells displaying presence of the biomarker or compound."
Findings,MI,11.0,Findings,MI,MICAT,Category for Microscopic Finding,Char,,,,,Grouping Qualifier,Perm,Used to define a category of related records.
Findings,MI,12.0,Findings,MI,MISCAT,Subcategory for Microscopic Finding,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of MICAT.
Findings,MI,13.0,Findings,MI,MIORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the histopathology measurement or finding as originally received or collected.
Findings,MI,14.0,Findings,MI,MIORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,Original unit for MIORRES.
Findings,MI,15.0,Findings,MI,MISTRESC,Character Result/Finding in Std Format,Char,,,,,Result Qualifier,Exp,"Contains the result value for all findings, copied or derived from MIORRES in a standard format or standard units. MISTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in MISTRESN."
Findings,MI,16.0,Findings,MI,MISTRESN,Numeric Result/Finding in Standard Units,Num,,,,,Result Qualifier,Perm,Used for continuous or numeric results or findings in standard format; copied in numeric format from MISTRESC. MISTRESN should store all numeric test results or findings.
Findings,MI,17.0,Findings,MI,MISTRESU,Standard Units,Char,C71620,,,,Variable Qualifier,Perm,Standardized unit used for MISTRESC and MISTRESN.
Findings,MI,18.0,Findings,MI,MIRESCAT,Result Category,Char,,,,,Variable Qualifier,Perm,"Used to categorize the result of a finding. Examples: ""MALIGNANT"" or ""BENIGN"" for tumor findings."
Findings,MI,19.0,Findings,MI,MISTAT,Completion Status,Char,C66789,,,,Record Qualifier,Perm,"Used to indicate examination not done or result is missing. Should be null if a result exists in MIORRES or have a value of ""NOT DONE"" when MIORRES = ""NULL""."
Findings,MI,20.0,Findings,MI,MIREASND,Reason Not Done,Char,,,,,Record Qualifier,Perm,"Reason not done. Used in conjunction with MISTAT when value is NOT DONE. Examples: ""SAMPLE AUTOLYZED"", ""SPECIMEN LOST""."
Findings,MI,21.0,Findings,MI,MINAM,Laboratory/Vendor Name,Char,,,,,Record Qualifier,Perm,"Name or identifier of the vendor (e.g., laboratory) that provided the test results."
Findings,MI,22.0,Findings,MI,MISPEC,Specimen Material Type,Char,C78734,,,,Record Qualifier,Req,"Subject of the observation. Defines the type of specimen used for a measurement. Examples: ""TISSUE"", ""BLOOD"", ""BONE MARROW""."
Findings,MI,23.0,Findings,MI,MISPCCND,Specimen Condition,Char,C78733,,,,Record Qualifier,Exp,"Free or standardized text describing the condition of the specimen. Example: ""AUTOLYZED""."
Findings,MI,24.0,Findings,MI,MILOC,Specimen Collection Location,Char,C74456,,,,Record Qualifier,Perm,"Location relevant to the collection of the specimen. Examples: ""LUNG"", ""KNEE JOINT"", ""ARM"", ""THIGH""."
Findings,MI,25.0,Findings,MI,MILAT,Specimen Laterality within Subject,Char,C99073,,,,Variable Qualifier,Perm,"Qualifier for laterality of the location of the specimen in MILOC. Examples: ""LEFT"", ""RIGHT"", ""BILATERAL""."
Findings,MI,26.0,Findings,MI,MIDIR,Specimen Directionality within Subject,Char,C99074,,,,Variable Qualifier,Perm,"Qualifier for directionality of the location of the specimen in MILOC. Examples: ""DORSAL"", ""PROXIMAL""."
Findings,MI,27.0,Findings,MI,MIMETHOD,Method of Test or Examination,Char,C85492,,,,Record Qualifier,Perm,"Method of the test or examination. This could include the technique or type of staining used for the slides. Examples: ""IHC"", ""Crystal violet"", ""Safranin"", ""Trypan blue"", or ""Propidium iodide""."
Findings,MI,28.0,Findings,MI,MILOBXFL,Last Observation Before Exposure Flag,Char,C66742,,,,Record Qualifier,Exp,"Operationally derived indicator used to identify the last non-missing value prior to RFXSTDTC. The value should be ""Y"" or null."
Findings,MI,29.0,Findings,MI,MIBLFL,Baseline Flag,Char,C66742,,,,Record Qualifier,Perm,"Indicator used to identify a baseline value. The value should be ""Y"" or null. Note that MIBLFL is retained for backward compatibility. The authoritative baseline flag for statistical analysis is in an ADaM dataset."
Findings,MI,30.0,Findings,MI,MIEVAL,Evaluator,Char,C78735,,,,Record Qualifier,Perm,"Role of the person who provided the evaluation. Example: ""PATHOLOGIST"", ""PEER REVIEW"", ""SPONSOR PATHOLOGIST""."
Findings,MI,31.0,Findings,MI,VISITNUM,Visit Number,Num,,,,,Timing,Exp,"Clinical encounter number. Numeric version of VISIT, used for sorting."
Findings,MI,32.0,Findings,MI,VISIT,Visit Name,Char,,,,,Timing,Perm,Protocol-defined description of clinical encounter. May be used in addition to VISITNUM and/or VISITDY.
Findings,MI,33.0,Findings,MI,VISITDY,Planned Study Day of Visit,Num,,,,,Timing,Perm,Planned study day of the visit based upon RFSTDTC in Demographics.
Findings,MI,34.0,Findings,MI,TAETORD,Planned Order of Element within Arm,Num,,,,,Timing,Perm,Number that gives the planned order of the element within the arm for the element in which the assessment was made.
Findings,MI,35.0,Findings,MI,EPOCH,Epoch,Char,C99079,,,,Timing,Perm,Epoch associated with the date/time at which the specimen was collected.
Findings,MI,36.0,Findings,MI,MIDTC,Date/Time of Specimen Collection,Char,,,ISO 8601 datetime or interval,,Timing,Exp,"Date/time of specimen collection, in ISO 8601 format."
Findings,MI,37.0,Findings,MI,MIDY,Study Day of Specimen Collection,Num,,,,,Timing,Perm,"Study day of specimen collection, in integer days. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain."
Findings,MK,1.0,Findings,MK,STUDYID,Study Identifier,Char,,,,,Identifier,Req,Unique identifier for a study.
Findings,MK,2.0,Findings,MK,DOMAIN,Domain Abbreviation,Char,,,,MK,Identifier,Req,Two-character abbreviation for the domain.
Findings,MK,3.0,Findings,MK,USUBJID,Unique Subject Identifier,Char,,,,,Identifier,Req,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.
Findings,MK,4.0,Findings,MK,MKSEQ,Sequence Number,Num,,,,,Identifier,Req,"Sequence number to ensure uniqueness of records within a dataset for a subject (or within a parameter, in the case of the Trial Summary domain). May be any valid number (including decimals) and does not have to start at 1."
Findings,MK,5.0,Findings,MK,MKGRPID,Group ID,Char,,,,,Identifier,Perm,Used to link together a block of related records within a subject in a domain.
Findings,MK,6.0,Findings,MK,MKREFID,Reference ID,Char,,,,,Identifier,Perm,Optional internal or external identifier such as lab specimen ID or a medical image.
Findings,MK,7.0,Findings,MK,MKSPID,Sponsor-Defined Identifier,Char,,,,,Identifier,Perm,Sponsor-defined identifier. Example: Preprinted line identifier on a Concomitant Medications page.
Findings,MK,8.0,Findings,MK,MKLNKID,Link ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This may be a one-to-one or a one-to-many relationship.
Findings,MK,9.0,Findings,MK,MKLNKGRP,Link Group ID,Char,,,,,Identifier,Perm,Identifier used to link related records across domains. This will usually be a many-to-one relationship.
Findings,MK,10.0,Findings,MK,MKTESTCD,Short Name of Musculoskeletal Test,Char,C127269,,,,Topic,Req,"Short character value for MKTEST used as a column name when converting a dataset from a vertical format to a horizontal format. The value in MKTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST"" is not valid). MKTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ""TNDRIND"", ""SWLLIND"", ""SGJSNSCR""."
Findings,MK,11.0,Findings,MK,MKTEST,Name of Musculoskeletal Test,Char,C127270,,,,Synonym Qualifier,Req,"Long name For MKTESTCD. Examples: ""Tenderness Indicator"", ""Swollen Indicator"", ""Sharp/Genant JSN Score""."
Findings,MK,12.0,Findings,MK,MKCAT,Category for Musculoskeletal Test,Char,,,,,Grouping Qualifier,Perm,"Used to define a category of topic-variable values. Examples: ""SWOLLEN/TENDER JOINT ASSESSMENT""."
Findings,MK,13.0,Findings,MK,MKSCAT,Subcategory for Musculoskeletal Test,Char,,,,,Grouping Qualifier,Perm,Used to define a further categorization of MKCAT values.
Findings,MK,14.0,Findings,MK,MKPOS,Position of Subject,Char,C71148,,,,Record Qualifier,Perm,"Position of the subject during a measurement or examination. Examples: ""SUPINE"", ""STANDING"", ""SITTING""."
Findings,MK,15.0,Findings,MK,MKORRES,Result or Finding in Original Units,Char,,,,,Result Qualifier,Exp,Result of the measurement or finding as originally received or collected.
Findings,MK,16.0,Findings,MK,MKORRESU,Original Units,Char,C71620,,,,Variable Qualifier,Perm,Unit for MKORRES.
